latitude,longitude,corridor,police_station,event_cause,is_obstruction,priority
12.95385622,77.54328959,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
12.9313365,77.6869884,ORR East 1,HAL Old Airport,pot_holes,0,High
13.0570638,77.4713644,Non-corridor,No Police Station,vehicle_breakdown,1,Low
12.9216517,77.6605383,ORR East 1,Bellandur,vehicle_breakdown,1,High
12.9168257,77.5648784,ORR West 1,Banashankari,Debris,1,High
12.8583284,77.5894205,Bannerghata Road,Hulimavu,accident,0,High
12.9312414,77.6867236,ORR East 1,HAL Old Airport,pot_holes,0,High
12.9639479,77.5839256,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9751915,77.5522343,Magadi Road,Magadi Road,pot_holes,0,High
12.9146741,77.5683331,ORR West 1,K.S. Layout,vehicle_breakdown,1,High
12.9570122,77.6986845,Varthur Road,HAL Old Airport,vehicle_breakdown,1,High
12.9383414,77.7455907,Non-corridor,Whitefield,vehicle_breakdown,1,Low
12.965224,77.5124798,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
12.9861104,77.5892071,Bellary Road 1,High ground,vehicle_breakdown,1,High
13.1406527,77.5695124,Non-corridor,No Police Station,vehicle_breakdown,1,Low
13.1408967,77.5694508,Non-corridor,No Police Station,vehicle_breakdown,1,Low
13.1160235,77.6073817,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.9380425,77.5572228,Non-corridor,Basavanagudi,pot_holes,0,Low
12.96239447,77.76940255,Non-corridor,Whitefield,procession,0,Low
12.876021,77.5465357,Non-corridor,Thalagattapura,road_conditions,0,Low
13.0260439,77.5442079,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
13.0377677,77.6265832,ORR North 1,Hennuru,pot_holes,0,High
13.0377549,77.625981,ORR North 1,K.G. Halli,pot_holes,0,High
12.931388,77.6872408,ORR East 1,HAL Old Airport,road_conditions,0,High
13.0377308,77.6265317,ORR North 1,Hennuru,pot_holes,0,High
12.9443371,77.5678074,Non-corridor,Basavanagudi,tree_fall,0,Low
13.161945,77.6274033,Bellary Road 2,Chikkajala,accident,0,High
12.9820506,77.5321894,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9369558,77.5797813,Non-corridor,Basavanagudi,vehicle_breakdown,1,Low
12.93699,77.5798083,Non-corridor,Basavanagudi,vehicle_breakdown,1,Low
12.9951275,77.7578422,Non-corridor,Mahadevapura,vehicle_breakdown,1,Low
12.8360783,77.679235,Non-corridor,Electronic City,vehicle_breakdown,1,Low
13.0418026,77.5474441,ORR North 2,Jalahalli,vehicle_breakdown,1,High
13.0045216,77.7164596,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.9543734,77.5441065,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
13.05316235,77.59373274,Bellary Road 1,Kodigehalli,vehicle_breakdown,1,High
13.0447324,77.5828697,ORR North 2,Kodigehalli,congestion,1,High
12.9871709,77.5200482,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9365181,77.5179052,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
13.0621394,77.5932486,Bellary Road 2,Kodigehalli,vehicle_breakdown,1,High
13.0440965,77.5554773,ORR North 2,Jalahalli,vehicle_breakdown,1,High
13.0287453,77.5401306,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
13.00200051,77.61210604,Non-corridor,K.G. Halli,public_event,0,Low
13.0413355,77.5389873,Non-corridor,Jalahalli,vehicle_breakdown,1,Low
12.9617137,77.6353462,Non-corridor,Halasur,vehicle_breakdown,1,Low
12.99351325,77.60736145,Non-corridor,Pulikeshinagar(F.Town),public_event,0,Low
13.0483937,77.4989565,Non-corridor,Chikkabanavara,vehicle_breakdown,1,Low
12.9869092,77.6484221,Old Madras Road,Banaswadi,vehicle_breakdown,1,High
12.9904696,77.661559,Non-corridor,Banaswadi,tree_fall,0,Low
12.9380884,77.698943,Non-corridor,HAL Old Airport,construction,0,Low
12.90649007,77.57322032,ORR West 1,K.S. Layout,public_event,0,High
12.8787483,77.6439017,Hosur Road,Hulimavu,accident,0,High
12.9170075,77.5854234,Non-corridor,Jayanagara,vehicle_breakdown,1,Low
12.9251681,77.6267651,Non-corridor,Adugodi,vehicle_breakdown,1,Low
12.9365169,77.5179384,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
13.01853031,77.557799,Tumkur Road,Yeshwanthpura,pot_holes,0,High
13.0255459,77.5809944,Non-corridor,Sadashivanagar,vehicle_breakdown,1,Low
12.9984087,77.5844014,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
13.0255587,77.5809615,Non-corridor,Sadashivanagar,vehicle_breakdown,1,Low
12.9801535,77.6126505,CBD 1,Shivajinagar,tree_fall,0,High
12.9642872,77.5855534,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
13.02274,77.7144067,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.9253594,77.6198186,IRR(Thanisandra road),Madiwala,vehicle_breakdown,1,High
12.9644827,77.5855641,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9270085,77.5929782,Non-corridor,Jayanagara,accident,0,Low
13.057985,77.4687006,Non-corridor,Chikkabanavara,vehicle_breakdown,1,Low
12.9768317,77.5992352,Old Madras Road,Cubbon Park,vehicle_breakdown,1,High
12.9680124,77.5924224,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
13.0983514,77.5966546,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
13.0642359,77.4548054,Non-corridor,Chikkabanavara,vehicle_breakdown,1,Low
13.0990637,77.5850456,Non-corridor,Yelahanka,procession,0,Low
13.0953378,77.579604,Non-corridor,Yelahanka,vehicle_breakdown,1,Low
13.0161342,77.5623277,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
12.9681141,77.5873478,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9837761,77.5884101,Bellary Road 1,Cubbon Park,vehicle_breakdown,1,High
13.0442013,77.509795,Tumkur Road,Peenya,vehicle_breakdown,1,High
12.8930609,77.5988319,Bannerghata Road,J.P. Nagar,water_logging,0,High
12.9153923,77.569002,ORR West 1,K.S. Layout,vehicle_breakdown,1,High
12.9154089,77.5690295,Non-corridor,K.S. Layout,vehicle_breakdown,1,Low
13.057764,77.5879587,Non-corridor,Kodigehalli,tree_fall,0,Low
12.9890452,77.5075876,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
13.0992955,77.597136,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
13.041915,77.6136583,ORR North 1,K.G. Halli,vehicle_breakdown,1,High
12.9054715,77.601614,Bannerghata Road,J.P. Nagar,water_logging,0,High
12.9189686,77.621712,ORR East 1,Madiwala,water_logging,0,High
12.9264567,77.6005189,Bannerghata Road,Mico Layout,water_logging,0,High
12.9055889,77.6019601,Bannerghata Road,Mico Layout,water_logging,0,High
12.9616183,77.6308683,Non-corridor,Halasur,water_logging,0,Low
12.9076688,77.6284938,Hosur Road,HSR Layout,water_logging,0,High
12.8817524,77.5959638,Bannerghata Road,Hulimavu,water_logging,0,High
12.9312087,77.6232367,IRR(Thanisandra road),Adugodi,tree_fall,0,High
13.0816844,77.5482041,Non-corridor,Yelahanka,vehicle_breakdown,1,Low
12.9252638,77.617668,Hosur Road,Madiwala,water_logging,0,High
12.9072662,77.6285519,Hosur Road,Madiwala,water_logging,0,High
12.9286326,77.6003962,Bannerghata Road,Jayanagara,water_logging,0,High
12.928654,77.6004612,Bannerghata Road,Mico Layout,water_logging,0,High
12.9120476,77.5996724,Bannerghata Road,J.P. Nagar,tree_fall,0,High
12.9022026,77.6010127,Bannerghata Road,J.P. Nagar,water_logging,0,High
12.941638,77.5982188,Non-corridor,Wilson Garden,tree_fall,0,Low
12.9423002,77.6026128,Non-corridor,Adugodi,water_logging,0,Low
12.9244997,77.5513424,ORR West 1,Banashankari,tree_fall,0,High
12.9309026,77.580145,Non-corridor,Jayanagara,tree_fall,0,Low
12.9163366,77.5858368,Non-corridor,J.P. Nagar,tree_fall,0,Low
13.0987617,77.598905,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.9846318,77.5882394,Bellary Road 1,High ground,vehicle_breakdown,1,High
13.064047,77.6506642,Non-corridor,Hennuru,vehicle_breakdown,1,Low
13.0220034,77.6028341,Non-corridor,R.T. Nagar,vehicle_breakdown,1,Low
12.941473,77.5974971,Non-corridor,Wilson Garden,vehicle_breakdown,1,Low
12.9141721,77.6247578,Hosur Road,HSR Layout,water_logging,0,High
12.9132493,77.6249726,Hosur Road,HSR Layout,water_logging,0,High
12.9467539,77.5982464,Non-corridor,Wilson Garden,tree_fall,0,Low
12.9242106,77.6148702,Hosur Road,Madiwala,water_logging,0,High
12.9066867,77.5760217,ORR West 1,J.P. Nagar,water_logging,0,High
12.9354269,77.6087904,Hosur Road,Mico Layout,tree_fall,0,High
12.9054074,77.6036665,Bannerghata Road,Mico Layout,water_logging,0,High
12.9000457,77.6008736,Bannerghata Road,Mico Layout,water_logging,0,High
12.9135899,77.6250872,Hosur Road,HSR Layout,water_logging,0,High
12.9119883,77.6242867,Hosur Road,Madiwala,tree_fall,0,High
12.9372981,77.6175611,Non-corridor,Adugodi,tree_fall,0,Low
12.913188,77.6253392,Hosur Road,HSR Layout,water_logging,0,High
12.9138008,77.62517,Hosur Road,HSR Layout,water_logging,0,High
12.9133519,77.624901,Hosur Road,HSR Layout,water_logging,0,High
12.9413183,77.5975167,Non-corridor,Wilson Garden,water_logging,0,Low
12.9846079,77.6223905,Non-corridor,Halasur,tree_fall,0,Low
12.9250639,77.6335316,Non-corridor,Adugodi,others,1,Low
12.9102602,77.5903258,Non-corridor,J.P. Nagar,tree_fall,0,Low
12.87414,77.646303,Hosur Road,Electronic City,tree_fall,0,High
12.8741282,77.6462947,Hosur Road,Electronic City,tree_fall,0,High
12.9121101,77.5997927,Bannerghata Road,J.P. Nagar,tree_fall,0,High
12.9103666,77.5921255,Non-corridor,J.P. Nagar,tree_fall,0,Low
12.9164137,77.5868034,Non-corridor,J.P. Nagar,tree_fall,0,Low
12.9493032,77.5612164,Non-corridor,Basavanagudi,water_logging,0,Low
12.9436591,77.5759531,Non-corridor,Basavanagudi,tree_fall,0,Low
13.0106945,77.5837221,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
12.964882,77.5924515,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9070673,77.5919415,ORR West 1,J.P. Nagar,tree_fall,0,High
13.0521451,77.5516972,Non-corridor,Jalahalli,vehicle_breakdown,1,Low
12.9530009,77.5416403,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
13.1388684,77.6176156,Bellary Road 2,Chikkajala,vehicle_breakdown,1,High
12.9796296,77.5730138,Non-corridor,Upparpet,vehicle_breakdown,1,Low
12.9681974,77.6201863,Non-corridor,Halasur,water_logging,0,Low
12.9217602,77.6616562,ORR East 1,Bellandur,vehicle_breakdown,1,High
12.9170047,77.5802632,Non-corridor,Jayanagara,water_logging,0,Low
12.9302764,77.600693,Bannerghata Road,Mico Layout,water_logging,0,High
12.8386875,77.6778382,Non-corridor,Electronic City,vehicle_breakdown,1,Low
12.930675,77.5823783,Non-corridor,Jayanagara,tree_fall,0,Low
12.969424,77.7007903,ORR East 2,HAL Old Airport,construction,0,High
12.9832559,77.7521729,Non-corridor,Whitefield,vehicle_breakdown,1,Low
12.9792611,77.5728382,Non-corridor,Upparpet,vehicle_breakdown,1,Low
13.0977395,77.598857,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.9831083,77.7521217,Non-corridor,Whitefield,vehicle_breakdown,1,Low
12.9985488,77.6722604,Non-corridor,Banaswadi,vehicle_breakdown,1,Low
12.9833988,77.752178,Non-corridor,Whitefield,vehicle_breakdown,1,Low
13.0243754,77.5932645,Non-corridor,R.T. Nagar,others,1,Low
12.9491715,77.5738514,Non-corridor,V.V.Puram (C.Pet),accident,0,Low
12.9828222,77.5492169,West of Chord Road,Magadi Road,pot_holes,0,High
12.9999679,77.5514594,West of Chord Road,Malleshwaram,tree_fall,0,High
13.0121435,77.5838004,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
12.9312901,77.6870301,ORR East 1,HAL Old Airport,pot_holes,0,High
13.0977567,77.5653667,Non-corridor,Yelahanka,vehicle_breakdown,1,Low
12.9299412,77.6008256,Bannerghata Road,Mico Layout,vehicle_breakdown,1,High
12.9858383,77.5266197,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9298884,77.6003726,Bannerghata Road,Jayanagara,vehicle_breakdown,1,High
13.0550354,77.5350403,Non-corridor,Jalahalli,vehicle_breakdown,1,Low
12.9480688,77.5349619,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
12.9421468,77.5711553,Non-corridor,Basavanagudi,tree_fall,0,Low
13.0148804,77.572462,Non-corridor,Sadashivanagar,accident,0,Low
13.0200674,77.6523259,ORR North 1,Banaswadi,vehicle_breakdown,1,High
13.0387689,77.5897605,Bellary Road 1,Hebbala,vehicle_breakdown,1,High
12.9723001,77.6196211,Old Madras Road,Halasur,vehicle_breakdown,1,High
12.9804811,77.6073994,CBD 1,Shivajinagar,vehicle_breakdown,1,High
13.0299924,77.5369243,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
12.9253285,77.5498467,ORR West 1,Banashankari,vehicle_breakdown,1,High
13.0142196,77.5653114,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
13.0388688,77.5894836,Bellary Road 1,Kodigehalli,vehicle_breakdown,1,High
12.9763484,77.5833231,Non-corridor,Upparpet,others,1,Low
12.9831191,77.6034186,Non-corridor,Shivajinagar,vehicle_breakdown,1,Low
13.004029,77.5712718,Non-corridor,Malleshwaram,vehicle_breakdown,1,Low
12.9581776,77.6060021,Hosur Road,Ashok Nagar,others,1,High
13.02546,77.5810533,Non-corridor,Sadashivanagar,others,1,Low
12.9571937,77.573942,Non-corridor,V.V.Puram (C.Pet),vehicle_breakdown,1,Low
12.9666429,77.6085336,Mysore Road,Ashok Nagar,vehicle_breakdown,1,High
12.9649958,77.5967913,Mysore Road,Cubbon Park,vehicle_breakdown,1,High
12.9854527,77.5254099,Magadi Road,Kamakshipalya,road_conditions,0,High
12.9603495,77.571709,Non-corridor,V.V.Puram (C.Pet),Debris,1,Low
12.9891178,77.5076543,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
13.0465802,77.5226848,Non-corridor,Jalahalli,water_logging,0,Low
12.9902449,77.5043682,Magadi Road,Kamakshipalya,others,1,High
12.9580761,77.5189491,Non-corridor,Byatarayanapura,others,1,Low
12.9601628,77.5135096,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
12.9731014,77.6091244,Old Madras Road,Ashok Nagar,vehicle_breakdown,1,High
13.082551,77.5502985,Non-corridor,Yelahanka,water_logging,0,Low
12.9682876,77.5748387,Non-corridor,Chamarajpet,water_logging,0,Low
13.0100214,77.5905302,Non-corridor,R.T. Nagar,water_logging,0,Low
12.9731512,77.6987119,ORR East 2,Mahadevapura,water_logging,0,High
12.9451673,77.5279962,ORR West 1,Byatarayanapura,water_logging,0,High
12.9961149,77.5960884,Non-corridor,R.T. Nagar,water_logging,0,Low
13.0440977,77.5543926,ORR North 2,Jalahalli,water_logging,0,High
12.98338318,77.57704294,Non-corridor,High ground,pot_holes,0,Low
12.9676097,77.5745054,Mysore Road,Chamarajpet,water_logging,0,High
12.9437467,77.5799318,Non-corridor,Basavanagudi,water_logging,0,Low
12.9947561,77.5958288,Non-corridor,High ground,water_logging,0,Low
12.9640628,77.5699987,Mysore Road,V.V.Puram (C.Pet),water_logging,0,High
12.9573187,77.5521046,Mysore Road,Byatarayanapura,water_logging,0,High
12.9863199,77.5796547,Non-corridor,High ground,water_logging,0,Low
12.9572507,77.5521754,Mysore Road,Chamarajpet,water_logging,0,High
12.9523324,77.5367752,West of Chord Road,Byatarayanapura,water_logging,0,High
12.8995018,77.5581114,Non-corridor,K.S. Layout,tree_fall,0,Low
12.9582343,77.5674771,Non-corridor,Chamarajpet,water_logging,0,Low
12.928373,77.6004074,Bannerghata Road,Jayanagara,water_logging,0,High
12.9861587,77.5722833,Non-corridor,Sheshadripuram,water_logging,0,Low
12.99703217,77.58456258,Bellary Road 1,High ground,water_logging,0,High
12.9641569,77.5698552,Mysore Road,Chamarajpet,water_logging,0,High
13.017694,77.6448398,Non-corridor,Banaswadi,tree_fall,0,Low
12.9641078,77.581529,Mysore Road,Halasuru Gate,water_logging,0,High
12.96399,77.5816104,Mysore Road,Halasuru Gate,water_logging,0,High
12.9953492,77.6663644,ORR North 1,Banaswadi,water_logging,0,High
12.9051491,77.6016769,Bannerghata Road,J.P. Nagar,water_logging,0,High
12.9763106,77.5991358,Old Madras Road,Cubbon Park,water_logging,0,High
12.9190273,77.6217794,ORR East 1,Madiwala,water_logging,0,High
12.9953409,77.6663603,ORR North 1,Banaswadi,water_logging,0,High
12.9077002,77.628584,Hosur Road,HSR Layout,water_logging,0,High
12.9190679,77.6217328,ORR East 1,Madiwala,water_logging,0,High
12.9907523,77.571665,Non-corridor,Sheshadripuram,water_logging,0,Low
13.0239189,77.643188,ORR North 1,Banaswadi,water_logging,0,High
12.976738,77.5992508,Old Madras Road,Cubbon Park,water_logging,0,High
13.0416016,77.5473229,ORR North 2,Jalahalli,water_logging,0,High
13.0151263,77.559691,Tumkur Road,Yeshwanthpura,water_logging,0,High
13.0106352,77.6977045,Non-corridor,K.R. Pura,water_logging,0,Low
12.9639906,77.5821037,Mysore Road,Halasuru Gate,water_logging,0,High
12.955492,77.6894803,Old Airport Road,HAL Old Airport,water_logging,0,High
13.0141196,77.5730206,Non-corridor,Sadashivanagar,tree_fall,0,Low
12.9554845,77.689421,Old Airport Road,HAL Old Airport,water_logging,0,High
12.9806464,77.5762418,Non-corridor,Upparpet,others,1,Low
12.9871612,77.5803445,Non-corridor,High ground,water_logging,0,Low
13.0189786,77.5592937,Tumkur Road,Yeshwanthpura,tree_fall,0,High
13.0205324,77.5519074,Tumkur Road,Yeshwanthpura,water_logging,0,High
12.9718029,77.595009,Mysore Road,Cubbon Park,water_logging,0,High
12.9524702,77.5414034,Mysore Road,Byatarayanapura,water_logging,0,High
12.9718029,77.595009,Mysore Road,Cubbon Park,water_logging,0,High
12.9065495,77.5756539,ORR West 1,J.P. Nagar,water_logging,0,High
12.9567885,77.7035548,Varthur Road,HAL Old Airport,water_logging,0,High
12.9496265,77.5613077,Non-corridor,Basavanagudi,water_logging,0,Low
13.0154232,77.642388,Non-corridor,Banaswadi,tree_fall,0,Low
12.9650153,77.5967888,Mysore Road,Cubbon Park,vehicle_breakdown,1,High
12.93029193,77.68548156,ORR East 1,HAL Old Airport,water_logging,0,High
12.9591783,77.7464824,Varthur Road,Whitefield,water_logging,0,High
12.9717043,77.5949667,Mysore Road,Cubbon Park,water_logging,0,High
12.8623361,77.5169747,Non-corridor,Thalagattapura,accident,0,Low
12.9566317,77.7090983,Varthur Road,HAL Old Airport,water_logging,0,High
12.9764562,77.7400533,Non-corridor,Whitefield,water_logging,0,Low
12.9671705,77.5403742,Non-corridor,Vijayanagara,others,1,Low
12.9225293,77.5187051,Non-corridor,Kengeri,tree_fall,0,Low
12.989466,77.5927871,Non-corridor,High ground,others,1,Low
13.0335198,77.5581582,Non-corridor,Yeshwanthpura,tree_fall,0,Low
13.0050772,77.569096,Non-corridor,Malleshwaram,tree_fall,0,Low
12.9774286,77.7511283,Non-corridor,Whitefield,water_logging,0,Low
12.977421,77.7511312,Non-corridor,Whitefield,water_logging,0,Low
12.9313883,77.6869533,ORR East 1,HAL Old Airport,pot_holes,0,High
12.931064,77.6866897,ORR East 1,HAL Old Airport,pot_holes,0,High
12.931064,77.6866897,ORR East 1,HAL Old Airport,pot_holes,0,High
12.9311998,77.6868948,ORR East 1,HAL Old Airport,pot_holes,0,High
12.9313559,77.6869721,ORR East 1,HAL Old Airport,pot_holes,0,High
12.9894436,77.5929236,Non-corridor,Cubbon Park,pot_holes,0,Low
13.0281748,77.5360795,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
12.9909993,77.58613,Bellary Road 1,High ground,pot_holes,0,High
12.856311,77.6644834,Non-corridor,Electronic City,vehicle_breakdown,1,Low
12.9311998,77.6868948,ORR East 1,HAL Old Airport,pot_holes,0,High
12.9313883,77.6869533,ORR East 1,HAL Old Airport,pot_holes,0,High
12.961388,77.7014929,ORR East 2,HAL Old Airport,vehicle_breakdown,1,High
12.9311998,77.6868948,ORR East 1,HAL Old Airport,pot_holes,0,High
12.976427,77.5866312,Non-corridor,Halasuru Gate,vehicle_breakdown,1,Low
12.9623047,77.5935595,Non-corridor,Halasuru Gate,vehicle_breakdown,1,Low
12.9728222,77.5690057,Non-corridor,Chamarajpet,vehicle_breakdown,1,Low
12.9311998,77.6868948,ORR East 1,HAL Old Airport,pot_holes,0,High
13.0077853,77.575963,Non-corridor,Sadashivanagar,vehicle_breakdown,1,Low
12.99308197,77.70532632,Non-corridor,Mahadevapura,vehicle_breakdown,1,Low
12.9946503,77.6159022,Non-corridor,Pulikeshinagar(F.Town),pot_holes,0,Low
12.9311998,77.6868948,ORR East 1,HAL Old Airport,pot_holes,0,High
12.9948492,77.6159893,Non-corridor,Pulikeshinagar(F.Town),pot_holes,0,Low
12.9947684,77.6159439,Non-corridor,Pulikeshinagar(F.Town),pot_holes,0,Low
12.9838286,77.6398503,Old Madras Road,Jeevanbheemanagar,vehicle_breakdown,1,High
13.0076535,77.5485759,West of Chord Road,Rajajinagar,pot_holes,0,High
12.9756011,77.6167012,Old Madras Road,Halasur,vehicle_breakdown,1,High
12.9756407,77.6167078,Old Madras Road,Halasur,tree_fall,0,High
12.9829064,77.6371666,Old Madras Road,Jeevanbheemanagar,others,1,High
12.9311998,77.6868948,ORR East 1,HAL Old Airport,pot_holes,0,High
13.0491629,77.4965455,Non-corridor,Chikkabanavara,vehicle_breakdown,1,Low
12.9748815,77.5867564,Non-corridor,Halasuru Gate,vehicle_breakdown,1,Low
12.9311998,77.6868948,ORR East 1,HAL Old Airport,pot_holes,0,High
13.0074652,77.5662988,Non-corridor,Malleshwaram,tree_fall,0,Low
12.9608456,77.5133151,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
12.986114,77.5807451,Non-corridor,High ground,water_logging,0,Low
12.9239154,77.5765203,Non-corridor,Banashankari,tree_fall,0,Low
12.9311998,77.6868948,ORR East 1,HAL Old Airport,pot_holes,0,High
12.958101,77.605949,Hosur Road,Ashok Nagar,vehicle_breakdown,1,High
12.8746583,77.542115,Non-corridor,Thalagattapura,vehicle_breakdown,1,Low
13.0417739,77.6140293,ORR North 1,Hennuru,construction,0,High
12.9482417,77.5735767,Non-corridor,Basavanagudi,pot_holes,0,Low
12.9792233,77.6025466,Old Madras Road,Shivajinagar,vehicle_breakdown,1,High
12.9550483,77.5196917,Non-corridor,Byatarayanapura,others,1,Low
12.9798824,77.6009322,CBD 2,Shivajinagar,pot_holes,0,High
12.9238289,77.5971089,Bannerghata Road,Jayanagara,tree_fall,0,High
12.9853419,77.5530597,Non-corridor,Rajajinagar,vehicle_breakdown,1,Low
13.0554915,77.7660135,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
13.0547107,77.7637897,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.9368449,77.5737802,Non-corridor,Basavanagudi,construction,0,Low
12.9640674,77.5855008,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9234607,77.5763798,Non-corridor,Jayanagara,road_conditions,0,Low
12.953133,77.5391544,West of Chord Road,Byatarayanapura,vehicle_breakdown,1,High
12.9662734,77.6066971,Mysore Road,Ashok Nagar,tree_fall,0,High
12.9232722,77.5762904,Non-corridor,Jayanagara,road_conditions,0,Low
13.0124851,77.6163012,Non-corridor,K.G. Halli,vehicle_breakdown,1,Low
12.8798387,77.5459388,Non-corridor,Thalagattapura,vehicle_breakdown,1,Low
13.0028917,77.5306097,Non-corridor,Rajajinagar,vehicle_breakdown,1,Low
12.9912859,77.6580603,Old Madras Road,Banaswadi,vehicle_breakdown,1,High
12.9380928,77.5214674,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
12.9118524,77.4858155,Mysore Road,Kengeri,others,1,High
12.9696781,77.7005957,ORR East 2,HAL Old Airport,construction,0,High
12.9759434,77.5981783,CBD 2,Cubbon Park,vehicle_breakdown,1,High
13.0143257,77.5837964,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
12.8462325,77.6724104,Non-corridor,Electronic City,vehicle_breakdown,1,Low
12.9236718,77.5762864,Non-corridor,Banashankari,road_conditions,0,Low
12.9579051,77.5672107,Non-corridor,Chamarajpet,vehicle_breakdown,1,Low
12.8437666,77.6880644,Non-corridor,Electronic City,vehicle_breakdown,1,Low
13.0351311,77.5269457,Tumkur Road,Peenya,vehicle_breakdown,1,High
12.979865,77.5925813,CBD 2,Cubbon Park,vehicle_breakdown,1,High
12.9424793,77.6228453,Non-corridor,Adugodi,vehicle_breakdown,1,Low
12.9550165,77.519709,Non-corridor,Byatarayanapura,vehicle_breakdown,1,Low
13.0132803,77.6997851,Non-corridor,K.R. Pura,others,1,Low
12.975654,77.5644982,Magadi Road,Magadi Road,vehicle_breakdown,1,High
12.9665476,77.5048771,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
12.9649488,77.5991014,Mysore Road,Ashok Nagar,vehicle_breakdown,1,High
12.8412305,77.6491021,Non-corridor,Electronic City,vehicle_breakdown,1,Low
12.9715513,77.6192827,Old Madras Road,Halasur,pot_holes,0,High
12.9501237,77.5374664,West of Chord Road,Byatarayanapura,vehicle_breakdown,1,High
13.0122402,77.6991376,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.9450423,77.5286271,ORR West 1,Byatarayanapura,vehicle_breakdown,1,High
12.9758565,77.5645404,Magadi Road,Magadi Road,vehicle_breakdown,1,High
13.01762,77.5596867,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
12.9876499,77.5134587,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
13.0429853,77.5121761,Tumkur Road,Peenya,vehicle_breakdown,1,High
13.0416747,77.5212074,Tumkur Road,Peenya,accident,0,High
12.97058459,77.64127574,IRR(Thanisandra road),Jeevanbheemanagar,vehicle_breakdown,1,High
13.0282483,77.5862283,Bellary Road 1,R.T. Nagar,vehicle_breakdown,1,High
12.9359306,77.5147596,Mysore Road,Byatarayanapura,pot_holes,0,High
12.9380002,77.5573089,Non-corridor,Basavanagudi,pot_holes,0,Low
13.0100597,77.5908671,Non-corridor,R.T. Nagar,water_logging,0,Low
12.9637362,77.584069,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9907531,77.5716458,Non-corridor,Sheshadripuram,water_logging,0,Low
13.0056626,77.5799769,Non-corridor,Sadashivanagar,tree_fall,0,Low
13.003657,77.5839592,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
12.9365089,77.7032441,Non-corridor,HAL Old Airport,construction,0,Low
12.9874499,77.5195745,Magadi Road,Kamakshipalya,water_logging,0,High
13.024221,77.6431929,ORR North 1,Banaswadi,water_logging,0,High
13.0085072,77.5486717,West of Chord Road,Rajajinagar,water_logging,0,High
13.0113111,77.5814991,Bellary Road 1,Sadashivanagar,tree_fall,0,High
12.997285,77.5850456,Bellary Road 1,High ground,water_logging,0,High
13.0092053,77.5803075,Non-corridor,Sadashivanagar,tree_fall,0,Low
12.985697,77.4799933,Non-corridor,Kamakshipalya,vehicle_breakdown,1,Low
13.007464,77.5782501,Non-corridor,Sadashivanagar,tree_fall,0,Low
12.9273789,77.5470363,ORR West 1,Banashankari,vehicle_breakdown,1,High
